Date,Region,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2022-04-25,PYF,451708,186801,180807,84100
2022-04-25,QAT,6740482,,,1523381
2022-04-25,ROU,16770710,,8095076,
2022-04-25,RUS,,,,
2022-04-25,RWA,,,,
2022-04-25,SAU,,,,
2022-04-25,SDN,,,,
2022-04-25,SEN,,,,
2022-04-25,SGP,14220924,5113508,5019290,4034818
2022-04-25,SLB,425059,283298,140525,1236
2022-04-25,SLE,,,,
2022-04-25,SLV,,,,
2022-04-25,SMR,,,,
2022-04-25,SOM,,,,
2022-04-25,SRB,,,,
2022-04-25,SSD,,,,
2022-04-25,STP,,,,
2022-04-25,SUR,,,,
2022-04-25,SVK,,,,
2022-04-25,SVN,2987491,1265076,1220999,649803
2022-04-25,SWE,,,,
2022-04-25,SWZ,,,,
2022-04-25,SXM,,,,
2022-04-25,SYC,,,,
2022-04-25,SYR,,,,
2022-04-25,TCA,,,,
2022-04-25,TCD,,,,
2022-04-25,TGO,,,,
2022-04-25,THA,132404119,56010045,50931575,25462499
2022-04-25,TJK,,,,
2022-04-25,TKL,,,,
2022-04-25,TKM,,,,
2022-04-25,TLS,,,,
2022-04-25,TON,,,,
2022-04-25,TTO,,,,
2022-04-25,TUN,13118962,7179498,6366918,1190733
2022-04-25,TUR,147441608,57813302,53027406,36600900
2022-04-25,TUV,,,,
2022-04-25,TZA,,,,
2022-04-25,UGA,,,,
2022-04-25,UKR,,,,
2022-04-25,URY,8175162,2988521,2867476,2319165
2022-04-25,USA,579784139,257101470,221187865,111430011
2022-04-25,UZB,,,,
2022-04-25,VCT,,,,
2022-04-25,VEN,,,,
2022-04-25,VGB,,,,
2022-04-25,VNM,213061726,81210568,78584962,53266196
2022-04-25,VUT,,,118158,10610
2022-04-25,WLF,16376,,,3161
2022-04-25,WSM,395440,187393,148288,59759
2022-04-25,YEM,,,,
2022-04-25,ZAF,34600601,21211199,18244961,2618589
2022-04-25,ZMB,,,,
2022-04-25,ZWE,10071251,5835677,3641341,594233
2022-04-26,ABW,170252,88348,81904,
2022-04-26,AFG,5985756,5286657,4636946,
2022-04-26,AGO,17896626,12059919,6327907,369899
2022-04-26,AIA,,,,
2022-04-26,ALB,,,,
2022-04-26,AND,,,,
2022-04-26,ARE,,,,
2022-04-26,ARG,98989703,41106114,34389949,20843504
2022-04-26,ARM,,,,
2022-04-26,ATG,,,,
2022-04-26,AUS,57487919,,21502153,13714345
2022-04-26,AUT,,,,
2022-04-26,AZE,,,,
2022-04-26,BDI,,,,
2022-04-26,BEL,25230433,9240339,9142710,7373703
2022-04-26,BEN,3333450,3152148,2619609,
2022-04-26,BFA,,,,
2022-04-26,BGD,,,,
2022-04-26,BGR,4378019,,2054944,743339
2022-04-26,BHR,3433142,1234333,1218565,980244
2022-04-26,BHS,,,,
2022-04-26,BLR,,,,
2022-04-26,BLZ,,,,
2022-04-26,BMU,,,,
2022-04-26,BOL,13412847,7159929,5904881,1346689
2022-04-26,BRA,427262945,182455170,163481925,86543564
2022-04-26,BRB,313548,161680,151868,
2022-04-26,BRN,,,,
2022-04-26,BTN,,,,
2022-04-26,BWA,,,,
2022-04-26,CAF,1037580,1015918,988591,
2022-04-26,CAN,83720468,32662457,31297071,19760940
2022-04-26,CHE,15682673,6080753,,3733653
2022-04-26,CHL,52430383,17913521,17456155,17635337
2022-04-26,CHN,3336285000,,,
2022-04-26,CIV,11982186,7952458,5437294,87290
2022-04-26,CMR,1828882,1552320,1209108,52011
2022-04-26,COD,,,,
2022-04-26,COG,,,,
2022-04-26,COK,,,,
2022-04-26,COL,,,,
2022-04-26,COM,642320,341302,301218,
2022-04-26,CPV,747122,354659,306893,
2022-04-26,CRI,,,,
2022-04-26,CUB,35691738,10655067,9944292,6538916
2022-04-26,CUW,250269,107864,98965,43440
2022-04-26,CYM,,,,
2022-04-26,CYP,1780242,,,469631
2022-04-26,CZE,17569522,6958695,6869467,4151461
2022-04-26,DEU,180222796,64655088,63233069,54624111
2022-04-26,DJI,,,,
2022-04-26,DMA,,,,
2022-04-26,DNK,,,,
2022-04-26,DOM,15587773,7205494,5958758,2324969
2022-04-26,DZA,,,,
2022-04-26,ECU,34322103,15111813,13896078,5871860
2022-04-26,EGY,,,,
2022-04-26,ESP,,,,
2022-04-26,EST,1981589,860329,852670,475771
2022-04-26,ETH,27332766,24769870,21291403,346411
2022-04-26,FIN,,,,
2022-04-26,FJI,,,,
2022-04-26,FRA,143575360,54447992,52836296,37372771
2022-04-26,GAB,556657,300192,254453,2012
2022-04-26,GBR,145601079,53170544,49713844,39209658
2022-04-26,GEO,,,,
2022-04-26,GHA,13047826,9274857,5532611,230419
2022-04-26,GIB,,,,
2022-04-26,GIN,6111743,4464014,2508809,
2022-04-26,GMB,,,,
2022-04-26,GNB,,,,
2022-04-26,GNQ,,,,
2022-04-26,GRC,20811136,7909611,7614025,5862452
2022-04-26,GRD,,,,
2022-04-26,GTM,,,,
2022-04-26,GUY,,,,
2022-04-26,HKG,15919619,6617049,6089717,3212853
2022-04-26,HND,,,,
2022-04-26,HRV,5241301,2312896,2241380,
2022-04-26,HTI,,,,
2022-04-26,HUN,,6406339,6192374,4148433
2022-04-26,IDN,399513940,199039633,164180156,36061373
2022-04-26,IMN,,,,
2022-04-26,IND,1879171201,1001097348,852356087,25717766
2022-04-26,IRL,10890910,4092754,4039266,3000155
2022-04-26,IRN,148734814,64291183,57491956,26951675
2022-04-26,IRQ,18060386,10517211,7376481,166694
2022-04-26,ISR,18149631,6712991,6142540,5294100
2022-04-26,ITA,136719959,50844170,47848634,39535318
2022-04-26,JAM,1413247,788633,684365,36274
2022-04-26,JOR,,,,
2022-04-26,JPN,272205473,103233596,101519780,67452097
2022-04-26,KAZ,,9480188,9234609,
2022-04-26,KEN,17849742,,,294769
2022-04-26,KGZ,3005488,1525211,1270712,
2022-04-26,KHM,37836714,14907638,14167383,
2022-04-26,KIR,,,,
2022-04-26,KNA,,,,
2022-04-26,KOR,122460046,44683248,44210697,34357830
2022-04-26,KWT,7964451,3419301,3293862,1251288
2022-04-26,LAO,10594229,5766217,4828012,
2022-04-26,LBN,,,,
2022-04-26,LBR,1837296,1751520,1438154,1912
2022-04-26,LBY,,,,
2022-04-26,LCA,,,,
2022-04-26,LIE,70572,26730,,18444
2022-04-26,LKA,,,,
2022-04-26,LSO,933825,,735610,
2022-04-26,LTU,4477682,1950391,1874302,927586
2022-04-26,LUX,1285946,480635,,373804
2022-04-26,LVA,2883991,1344847,1304015,520863
2022-04-26,MAC,1334910,598686,551701,216352
2022-04-26,MAR,,,,
2022-04-26,MDA,,,,
2022-04-26,MDG,,1185420,1051811,
2022-04-26,MDV,,,,
2022-04-26,MEX,,,,
2022-04-26,MKD,,,,
2022-04-26,MLI,1873615,1384090,1023624,
2022-04-26,MLT,1274023,475353,468060,
2022-04-26,MMR,54626572,30142895,23114428,1369249
2022-04-26,MNE,671261,290446,282471,98344
2022-04-26,MNG,,,,
2022-04-26,MOZ,,,,335314
2022-04-26,MRT,,1561597,1066564,44947
2022-04-26,MSR,,,,
2022-04-26,MUS,,,,
2022-04-26,MWI,2054585,1596607,908688,740
2022-04-26,MYS,70321044,27780460,26664241,16090329
2022-04-26,NAM,,453540,395625,
2022-04-26,NCL,,,,
2022-04-26,NER,2692524,2190527,1549016,
2022-04-26,NGA,37534649,25056663,14624418,914984
2022-04-26,NIC,,,,
2022-04-26,NIU,,,,
2022-04-26,NLD,,,,
2022-04-26,NOR,11331704,4336860,4034329,2960515
2022-04-26,NPL,41333222,22209916,19506642,2949694
2022-04-26,NRU,,,,
2022-04-26,NZL,11033530,4286723,4088378,2658429
2022-04-26,OMN,,,,
2022-04-26,PAK,245702246,134214841,121429258,6982715
2022-04-26,PAN,,,,
2022-04-26,PER,72280582,29202659,27013618,16064305
2022-04-26,PHL,146227002,,67640431,13043715
2022-04-26,PNG,,,,
2022-04-26,POL,54199743,22645293,22421994,11887530
2022-04-26,PRT,,,,
2022-04-26,PRY,,,,
2022-04-26,PSE,,,,
2022-04-26,PYF,,,,
2022-04-26,QAT,6742968,,,1525070
2022-04-26,ROU,16771918,,8095495,
2022-04-26,RUS,166077704,80688940,73505580,
2022-04-26,RWA,20141669,8949182,8304883,3774355
2022-04-26,SAU,,,,
2022-04-26,SDN,,,,
2022-04-26,SEN,2469499,,1045680,7027
2022-04-26,SGP,14225998,5113640,5020065,4038961
2022-04-26,SLB,,,,
2022-04-26,SLE,2868978,1985041,1312828,5359
2022-04-26,SLV,10680432,4595639,4298297,1786496
2022-04-26,SMR,,,,
2022-04-26,SOM,2651515,2173928,1385138,
2022-04-26,SRB,,,,
2022-04-26,SSD,668680,619938,576431,
2022-04-26,STP,,,,
2022-04-26,SUR,,,,
2022-04-26,SVK,,,,
2022-04-26,SVN,2987886,1265100,1221040,650137
2022-04-26,SWE,,,,
2022-04-26,SWZ,535393,387468,336066,
2022-04-26,SXM,,,,
2022-04-26,SYC,199850,,80290,36307
2022-04-26,SYR,,,,
2022-04-26,TCA,,,,
2022-04-26,TCD,2347168,2212530,2087559,
2022-04-26,TGO,,2037429,,
2022-04-26,THA,132554869,56030288,50976793,25547788
2022-04-26,TJK,,,,
2022-04-26,TKL,,,,
2022-04-26,TKM,,,,
2022-04-26,TLS,1451179,781062,618046,52071
2022-04-26,TON,,,,
2022-04-26,TTO,1551605,747326,711029,149990
2022-04-26,TUN,,,,
2022-04-26,TUR,147455844,57814672,53029128,36612044
2022-04-26,TUV,,,,
2022-04-26,TZA,6699665,6483895,3467885,
2022-04-26,UGA,19643808,,10235247,54546
2022-04-26,UKR,,,,
2022-04-26,URY,8177351,2988882,2867757,2320712
2022-04-26,USA,580244877,257153544,221237724,111776895
2022-04-26,UZB,,,,
2022-04-26,VCT,,,,
2022-04-26,VEN,,,,
2022-04-26,VGB,,,,
2022-04-26,VNM,213317994,81344829,78589545,53383620
2022-04-26,VUT,,,,
2022-04-26,WLF,,,,
2022-04-26,WSM,,,,
2022-04-26,YEM,,,,
2022-04-26,ZAF,34659733,21231368,18267341,2641455
2022-04-26,ZMB,,,,
2022-04-26,ZWE,10084369,5838939,3648244,597186
2022-04-27,ABW,170254,88350,81904,
2022-04-27,AFG,5986139,5287027,4637327,
2022-04-27,AGO,,,,
2022-04-27,AIA,,,,
2022-04-27,ALB,,,,
2022-04-27,AND,,,,
2022-04-27,ARE,,,,
2022-04-27,ARG,99105617,41108923,34398127,20948193
2022-04-27,ARM,,,,
2022-04-27,ATG,,,,
2022-04-27,AUS,57512161,,21508496,13730241
2022-04-27,AUT,,,,
2022-04-27,AZE,,,,
2022-04-27,BDI,,,,
2022-04-27,BEL,25234663,9240639,9143137,7377080
2022-04-27,BEN,,,,
2022-04-27,BFA,,,,
2022-04-27,BGD,,,,
2022-04-27,BGR,4379356,,2055194,744343
2022-04-27,BHR,3433683,1234388,1218620,980675
2022-04-27,BHS,,,,
2022-04-27,BLR,,,,
2022-04-27,BLZ,,,,
2022-04-27,BMU,,,,
2022-04-27,BOL,13422911,7161427,5907872,1352264
2022-04-27,BRA,428179278,182519774,163675729,87204205
2022-04-27,BRB,313621,161703,151918,
2022-04-27,BRN,,,,
2022-04-27,BTN,,,,
2022-04-27,BWA,,,,
2022-04-27,CAF,,,,
2022-04-27,CAN,83820034,32665766,31302190,19852078
2022-04-27,CHE,15685066,6080998,,3735518
2022-04-27,CHL,52530253,17914944,17458590,17731356
2022-04-27,CHN,3338555000,1284646000,1249413000,748596000
2022-04-27,CIV,,,,
2022-04-27,CMR,,,,
2022-04-27,COD,,,,
2022-04-27,COG,,,,
2022-04-27,COK,,,,
2022-04-27,COL,,,,
2022-04-27,COM,,,,
2022-04-27,CPV,,,,
2022-04-27,CRI,,,,
2022-04-27,CUB,35703841,10655836,9945315,6549035
2022-04-27,CUW,,,,
2022-04-27,CYM,,,,
2022-04-27,CYP,,,,
2022-04-27,CZE,17572570,6958963,6869801,4153915
2022-04-27,DEU,180342633,64657650,63239114,54735280
2022-04-27,DJI,,,,
2022-04-27,DMA,,,,
2022-04-27,DNK,,,,
2022-04-27,DOM,15590134,7205944,5959754,2325616
2022-04-27,DZA,,,,
2022-04-27,ECU,34374992,15116652,13902367,5913752
2022-04-27,EGY,,,,
2022-04-27,ESP,94404832,41200263,40414329,24764684
2022-04-27,EST,1981907,860389,852724,476044
2022-04-27,ETH,,,,
2022-04-27,FIN,11746976,4509932,4320476,2916568
2022-04-27,FJI,,,,
2022-04-27,FRA,143623022,54449957,52839367,37415401
2022-04-27,GAB,,,,
2022-04-27,GBR,145749054,53180153,49722168,39232863
2022-04-27,GEO,,,,
2022-04-27,GHA,,,,
2022-04-27,GIB,,,,
2022-04-27,GIN,,,,
2022-04-27,GMB,,,,
2022-04-27,GNB,,,,
2022-04-27,GNQ,,,,
2022-04-27,GRC,20827073,7909959,7614973,5877128
2022-04-27,GRD,,,,
2022-04-27,GTM,,,,
2022-04-27,GUY,,,,
2022-04-27,HKG,15941359,6620812,6096843,3223704
2022-04-27,HND,,,,
2022-04-27,HRV,5242249,2313013,2241598,
2022-04-27,HTI,,,,
2022-04-27,HUN,,6406412,6192470,4149162
2022-04-27,IDN,401308016,199113714,164338853,37458813
2022-04-27,IMN,,,,
2022-04-27,IND,1881446210,1001622805,853848567,25974838
2022-04-27,IRL,10892965,4092853,4039396,3001981
2022-04-27,IRN,,,,
2022-04-27,IRQ,,,,
2022-04-27,ISR,18150712,6713045,6142700,5294967
2022-04-27,ITA,136770534,50845302,47850751,39582644
2022-04-27,JAM,1413247,789098,684982,36430
2022-04-27,JOR,9896497,4763118,4484687,652666
2022-04-27,JPN,272563386,103246603,101537182,67779601
2022-04-27,KAZ,,9481030,9237023,
2022-04-27,KEN,,,,
2022-04-27,KGZ,3009791,1526650,1271895,
2022-04-27,KHM,,,,
2022-04-27,KIR,,,,
2022-04-27,KNA,,,,
2022-04-27,KOR,122690807,44684282,44211799,34586390
2022-04-27,KWT,7969160,3419874,3294466,1254820
2022-04-27,LAO,,,,
2022-04-27,LBN,,,,
2022-04-27,LBR,,,,
2022-04-27,LBY,,,,
2022-04-27,LCA,,,,
2022-04-27,LIE,,,,
2022-04-27,LKA,,,,
2022-04-27,LSO,,,,
2022-04-27,LTU,4478095,1950473,1874373,927849
2022-04-27,LUX,1286301,480643,,374128
2022-04-27,LVA,2884487,1344897,1304105,521227
2022-04-27,MAC,1336948,598987,552330,217574
2022-04-27,MAR,54427583,24901908,23380122,6243266
2022-04-27,MDA,2144104,,1059746,
2022-04-27,MDG,,,,
2022-04-27,MDV,,,,
2022-04-27,MEX,,,,
2022-04-27,MKD,,,,
2022-04-27,MLI,,,,
2022-04-27,MLT,1274898,475384,468086,
2022-04-27,MMR,,,,
2022-04-27,MNE,671465,290497,282534,98434
2022-04-27,MNG,,,,
2022-04-27,MOZ,,,,
2022-04-27,MRT,,,,
2022-04-27,MSR,,,,
2022-04-27,MUS,,,,
2022-04-27,MWI,,,,
2022-04-27,MYS,70359563,27789335,26688700,16095559
2022-04-27,NAM,,,,
2022-04-27,NCL,,,,
2022-04-27,NER,,,,
2022-04-27,NGA,,,,
2022-04-27,NIC,,,,
2022-04-27,NIU,,,,
2022-04-27,NLD,,,,
2022-04-27,NOR,11333915,4337026,4034654,2962235
2022-04-27,NPL,41456812,22224120,19518925,3049359
2022-04-27,NRU,,,,
2022-04-27,NZL,11036561,4286870,4089628,2660063
2022-04-27,OMN,7039789,,3030281,747831
2022-04-27,PAK,245838488,134243630,121519673,7008198
2022-04-27,PAN,,,,
2022-04-27,PER,72426690,29218108,27040991,16167591
2022-04-27,PHL,,,,
2022-04-27,PNG,,,,
2022-04-27,POL,,,,
2022-04-27,PRT,,,,
2022-04-27,PRY,,,,
2022-04-27,PSE,,,,
2022-04-27,PYF,,,,
2022-04-27,QAT,,,,
2022-04-27,ROU,16773126,,8095914,
2022-04-27,RUS,,,,
2022-04-27,RWA,,,,
2022-04-27,SAU,,,,
2022-04-27,SDN,,,,
2022-04-27,SEN,,,,
2022-04-27,SGP,14230718,5113795,5020765,4042810
2022-04-27,SLB,,,,
2022-04-27,SLE,,,,
2022-04-27,SLV,,,,
2022-04-27,SMR,,,,
2022-04-27,SOM,,,,
2022-04-27,SRB,,,,
2022-04-27,SSD,,,,
2022-04-27,STP,,,,
2022-04-27,SUR,,,,
2022-04-27,SVK,,,,
2022-04-27,SVN,2987906,1265103,1221041,650153
2022-04-27,SWE,,,,
2022-04-27,SWZ,,,,
2022-04-27,SXM,,,,
2022-04-27,SYC,,,,
2022-04-27,SYR,,,,
2022-04-27,TCA,,,,
2022-04-27,TCD,,,,
2022-04-27,TGO,,,,
2022-04-27,THA,132721642,56051798,51026166,25643678
2022-04-27,TJK,,,,
2022-04-27,TKL,,,,
2022-04-27,TKM,,,,
2022-04-27,TLS,,,,
2022-04-27,TON,,,,
2022-04-27,TTO,1551906,747370,711095,150186
2022-04-27,TUN,,,,
2022-04-27,TUR,147470087,57815915,53030738,36623434
2022-04-27,TUV,,,,
2022-04-27,TZA,,,,
2022-04-27,UGA,,,,
2022-04-27,UKR,,,,
2022-04-27,URY,8180167,2989445,2868191,2322531
2022-04-27,USA,580724865,257207671,221289711,112137423
2022-04-27,UZB,,,,
2022-04-27,VCT,,,,
2022-04-27,VEN,,,,
2022-04-27,VGB,,,,
2022-04-27,VNM,213645290,81489928,78594626,53560736
2022-04-27,VUT,,,,
2022-04-27,WLF,,,,
2022-04-27,WSM,,,,
2022-04-27,YEM,,,,
2022-04-27,ZAF,34726984,21252895,18291966,2669435
2022-04-27,ZMB,3753984,,2398679,
2022-04-27,ZWE,10092394,5841440,3651987,598967
2022-04-28,ABW,170293,88370,81923,
2022-04-28,AFG,,,,
2022-04-28,AGO,,,,
2022-04-28,AIA,,,,
2022-04-28,ALB,,,,
2022-04-28,AND,,,,
2022-04-28,ARE,,,,
2022-04-28,ARG,99236137,41112105,34407742,21065510
2022-04-28,ARM,,,,
2022-04-28,ATG,,,,
2022-04-28,AUS,57536051,,21514550,13746068
2022-04-28,AUT,,,,
2022-04-28,AZE,,,,
2022-04-28,BDI,,,,
2022-04-28,BEL,25236146,9240763,9143325,7378189
2022-04-28,BEN,,,,
2022-04-28,BFA,,,,
2022-04-28,BGD,,,,
2022-04-28,BGR,4380914,,2055479,745528
2022-04-28,BHR,,,,
2022-04-28,BHS,,,,
2022-04-28,BLR,,,,
2022-04-28,BLZ,,,,
2022-04-28,BMU,,,,
2022-04-28,BOL,13435240,7163704,5911715,1358473
2022-04-28,BRA,428748714,182563727,163815874,87591331
2022-04-28,BRB,313641,161711,151930,
2022-04-28,BRN,,,,
2022-04-28,BTN,,,,
2022-04-28,BWA,,,,
2022-04-28,CAF,,,,
2022-04-28,CAN,83937844,32671985,31307110,19958749
2022-04-28,CHE,15686040,6081055,,3736340
2022-04-28,CHL,52635462,17916424,17461128,17832552
2022-04-28,CHN,3340711000,1284935000,1249688000,750189000
2022-04-28,CIV,,,,
2022-04-28,CMR,,,,
2022-04-28,COD,,,,
2022-04-28,COG,,,,
2022-04-28,COK,,,,
2022-04-28,COL,,,,
2022-04-28,COM,,,,
2022-04-28,CPV,,,,
2022-04-28,CRI,,,,
2022-04-28,CUB,35715468,10656797,9946616,6558056
2022-04-28,CUW,250461,107867,98976,43618
2022-04-28,CYM,,,,
2022-04-28,CYP,,,,
2022-04-28,CZE,17575476,6959158,6870091,4156344
2022-04-28,DEU,180465188,64660201,63245364,54849006
2022-04-28,DJI,,,,
2022-04-28,DMA,,,,
2022-04-28,DNK,,,,
2022-04-28,DOM,15592563,7206523,5960714,2326193
2022-04-28,DZA,,,,
2022-04-28,ECU,34424185,15121324,13908549,5952226
2022-04-28,EGY,,,,
2022-04-28,ESP,,,,
2022-04-28,EST,1982264,860462,852813,476332
2022-04-28,ETH,,,,
2022-04-28,FIN,,,,
2022-04-28,FJI,,,,
2022-04-28,FRA,143676175,54451528,52842148,37464205
2022-04-28,GAB,,,,
2022-04-28,GBR,145891737,53191232,49731792,39255576
2022-04-28,GEO,2879499,1616382,1263117,
2022-04-28,GHA,,,,
2022-04-28,GIB,,,,
2022-04-28,GIN,,,,
2022-04-28,GMB,,,,
2022-04-28,GNB,,,,
2022-04-28,GNQ,,,,
2022-04-28,GRC,20845692,7910198,7615643,5894847
2022-04-28,GRD,,,,
2022-04-28,GTM,,,,
2022-04-28,GUY,,,,
2022-04-28,HKG,15968990,6624480,6105258,3239252
2022-04-28,HND,,,,
2022-04-28,HRV,5242917,2313107,2241736,
2022-04-28,HTI,,,,
2022-04-28,HUN,,6406501,6192643,4150204
2022-04-28,IDN,401308016,199191893,164657310,37458813
2022-04-28,IMN,,,,
2022-04-28,IND,1883679480,1002087957,855374676,26216847
2022-04-28,IRL,10895705,4093022,4039619,3004329
2022-04-28,IRN,148848846,64317217,57527932,27003697
2022-04-28,IRQ,,,,
2022-04-28,ISR,18152242,6713142,6142932,5296168
2022-04-28,ITA,136818266,50846266,47852881,39627282
2022-04-28,JAM,,789509,685575,36614
2022-04-28,JOR,,,,
2022-04-28,JPN,273052202,103261651,101554698,68235853
2022-04-28,KAZ,,9482011,9239468,
2022-04-28,KEN,,,,
2022-04-28,KGZ,3015110,1528580,1273395,
2022-04-28,KHM,38052112,14924470,14184822,
2022-04-28,KIR,,,,
2022-04-28,KNA,,,,
2022-04-28,KOR,122903153,44685338,44213129,34796289
2022-04-28,KWT,,,,
2022-04-28,LAO,,,,
2022-04-28,LBN,,,,
2022-04-28,LBR,,,,
2022-04-28,LBY,,,,
2022-04-28,LCA,,,,
2022-04-28,LIE,,,,
2022-04-28,LKA,,,,
2022-04-28,LSO,,,,
2022-04-28,LTU,4478491,1950545,1874445,928100
2022-04-28,LUX,1286740,480649,,374542
2022-04-28,LVA,2884810,1344931,1304158,521466
2022-04-28,MAC,,,,
2022-04-28,MAR,,,,
2022-04-28,MDA,,,,
2022-04-28,MDG,,,,
2022-04-28,MDV,,,,
2022-04-28,MEX,,,,
2022-04-28,MKD,,,,
2022-04-28,MLI,,,,
2022-04-28,MLT,1275704,475411,468116,
2022-04-28,MMR,,,,
2022-04-28,MNE,671602,290536,282572,98494
2022-04-28,MNG,5487668,2272920,2175481,1039267
2022-04-28,MOZ,,,,
2022-04-28,MRT,,,,
2022-04-28,MSR,,,,
2022-04-28,MUS,,,,
2022-04-28,MWI,,,,
2022-04-28,MYS,70395446,27798171,26710529,16100788
2022-04-28,NAM,,,,
2022-04-28,NCL,,,,
2022-04-28,NER,,,,
2022-04-28,NGA,,,,
2022-04-28,NIC,,,,
2022-04-28,NIU,,,,
2022-04-28,NLD,,,,
2022-04-28,NOR,11336188,4337252,4034990,2963946
2022-04-28,NPL,,,,
2022-04-28,NRU,,,,
2022-04-28,NZL,11039490,4287048,4090750,2661692
2022-04-28,OMN,,,,
2022-04-28,PAK,245974507,134274386,121609853,7032301
2022-04-28,PAN,,,,
2022-04-28,PER,72568497,29233112,27067690,16267695
2022-04-28,PHL,146592864,,67792216,13149301
2022-04-28,PNG,,,,
2022-04-28,POL,54226431,22649424,22426881,11907812
2022-04-28,PRT,,,,
2022-04-28,PRY,,,,
2022-04-28,PSE,,,,
2022-04-28,PYF,,,,
2022-04-28,QAT,6753103,,,1532094
2022-04-28,ROU,16774334,,8096333,
2022-04-28,RUS,166202144,80744528,73547822,14148531
2022-04-28,RWA,,,,
2022-04-28,SAU,,,,
2022-04-28,SDN,,,,
2022-04-28,SEN,,,,
2022-04-28,SGP,14235808,5113970,5021585,4046874
2022-04-28,SLB,,,,
2022-04-28,SLE,,,,
2022-04-28,SLV,,,,
2022-04-28,SMR,,,,
2022-04-28,SOM,,,,
2022-04-28,SRB,,,,
2022-04-28,SSD,,,,
2022-04-28,STP,,,,
2022-04-28,SUR,,,,
2022-04-28,SVK,,,,
2022-04-28,SVN,2988111,1265114,1221055,650347
2022-04-28,SWE,,,,
2022-04-28,SWZ,,,,
2022-04-28,SXM,,,,
2022-04-28,SYC,,,,
2022-04-28,SYR,,,,
2022-04-28,TCA,,,,
2022-04-28,TCD,,,,
2022-04-28,TGO,,,,
2022-04-28,THA,132919905,56079053,51095874,25744978
2022-04-28,TJK,,,,
2022-04-28,TKL,,,,
2022-04-28,TKM,,,,
2022-04-28,TLS,,,,
2022-04-28,TON,,,,
2022-04-28,TTO,1552164,747423,711166,150338
2022-04-28,TUN,,,,
2022-04-28,TUR,147482673,57817045,53032270,36633358
2022-04-28,TUV,,,,
2022-04-28,TZA,,,,
2022-04-28,UGA,,,,
2022-04-28,UKR,,,,
2022-04-28,URY,8184217,2990299,2869392,2324526
2022-04-28,USA,581208935,257262411,221343004,112498079
2022-04-28,UZB,,,,
2022-04-28,VCT,,,,
2022-04-28,VEN,,,,
2022-04-28,VGB,,,,
2022-04-28,VNM,214532764,81725735,78603828,54203201
2022-04-28,VUT,,,,
2022-04-28,WLF,,,,
2022-04-28,WSM,,,,
2022-04-28,YEM,,,,
2022-04-28,ZAF,34739327,21257362,18296163,2674528
2022-04-28,ZMB,,,,
2022-04-28,ZWE,10125427,5859426,3660234,605767
2022-04-29,ABW,170323,88386,81937,
2022-04-29,AFG,,,,
2022-04-29,AGO,,,,
2022-04-29,AIA,,,,
2022-04-29,ALB,,,,
2022-04-29,AND,,,,
2022-04-29,ARE,,,,
2022-04-29,ARG,99369516,41115094,34416720,21186618
2022-04-29,ARM,,,,
2022-04-29,ATG,,,,
2022-04-29,AUS,57561209,,21521419,13762209
2022-04-29,AUT,18400191,6874764,6645412,5161559
2022-04-29,AZE,13645649,5339638,4839802,3226442
2022-04-29,BDI,,,,
2022-04-29,BEL,25237857,9240909,9143512,7379530
2022-04-29,BEN,,,,
2022-04-29,BFA,,,,
2022-04-29,BGD,,,,
2022-04-29,BGR,4382349,,2055767,746561
2022-04-29,BHR,,,,
2022-04-29,BHS,340866,166471,157964,27866
2022-04-29,BLR,,,,
2022-04-29,BLZ,472456,237071,210905,45464
2022-04-29,BMU,,,,
2022-04-29,BOL,13446045,7165823,5915056,1363818
2022-04-29,BRA,429202399,182599066,163923507,87903408
2022-04-29,BRB,313689,161727,151962,
2022-04-29,BRN,,,,
2022-04-29,BTN,,,,
2022-04-29,BWA,,,,
2022-04-29,CAF,,,,
2022-04-29,CAN,84004794,32673674,31309330,20021790
2022-04-29,CHE,15688436,6081213,,3738354
2022-04-29,CHL,52762192,17918059,17463949,17954830
2022-04-29,CHN,3343008000,,,
2022-04-29,CIV,,,,
2022-04-29,CMR,,,,
2022-04-29,COD,,,,
2022-04-29,COG,,,,
2022-04-29,COK,,,,
2022-04-29,COL,82443202,42100794,35409389,11340479
2022-04-29,COM,,,,
2022-04-29,CPV,,,,
2022-04-29,CRI,,,,
2022-04-29,CUB,35726905,10657393,9947498,6567781
2022-04-29,CUW,250608,107882,98985,43741
2022-04-29,CYM,142710,60801,58846,22889
2022-04-29,CYP,,,,
2022-04-29,CZE,17581258,6959595,6870679,4161129
2022-04-29,DEU,180568599,64667764,63255774,54934394
2022-04-29,DJI,,,,
2022-04-29,DMA,66434,32598,30190,3646
2022-04-29,DNK,12973574,4739659,4701256,3545070
2022-04-29,DOM,15594909,7207046,5961599,2326778
2022-04-29,DZA,,,,
2022-04-29,ECU,34475610,15125704,13914466,5993482
2022-04-29,EGY,,,,
2022-04-29,ESP,,,,
2022-04-29,EST,1982668,860524,852874,476685
2022-04-29,ETH,,,,
2022-04-29,FIN,,,,
2022-04-29,FJI,,,,
2022-04-29,FRA,143735862,54453539,52846985,37517050
2022-04-29,GAB,,,,
2022-04-29,GBR,146026060,53202723,49741325,39274955
2022-04-29,GEO,,,,
2022-04-29,GHA,,,,
2022-04-29,GIB,,,,
2022-04-29,GIN,,,,
2022-04-29,GMB,,,,
